sentence_id,source_doc,page_num,raw_text,predicted_type,signals,confidence_score,is_constraint,constraint_type,entities,threshold,exception,notes,word_count
CONTRACT_0119,contract_v5,39,"For all cases not involving injury-Qn-duty (IOD) conditions, Sections 2.1 D and 6.2D (MaBSTOA) provisions ofthe Collective bargaining agr~ment will be replaced with the following: • An employee who disagrees with an Occupational Health Services (OHS) work status detennination based upon a non-IOD medical condition may appeal such determination by filing a notice of appeal on a form provided by the Authority.",SOFT,deontic:permission,2,,,,,,,62
CONTRACT_1651,contract_v5,361,The Operating Authority may issue reasonable regulations regarding the use of such personal leave day.,SOFT,deontic:permission,2,,,,,,,15
CONTRACT_1745,contract_v5,385,"MaBSTOA employees injured on duty and MaBSTOA employees on ordinary disability, shall have the same rights to return to their jobs following termination that the Transit Authority employees have. 7.",HARD,deontic:obligation,2,,,,,,,30
CONTRACT_0121,contract_v5,39,An appeal must be received by OHS while the disputed work status is still in effect in order for it to be processed for Tripartite Panel Review.,HARD,deontic:obligation,2,,,,,,,27
CONTRACT_0324,contract_v5,137,"Effective December 15, 2000, the rates of pay that were in effect on December 14, 2000 shall be increased by three",HARD,deontic:obligation,2,,,,,,,21
CONTRACT_1675,contract_v5,365,"The Operating Authority shall permit the posting of official Union notices on its regular bulletin boards, and space thereon shall be allotted whenever required, but such official Union notices shall be limited to announcements and shall contain nothing political or controversial and in no circumstances shall reflect upon the Operating Authority or upon any of its employees.",HARD,deontic:obligation,2,,,,,,,57
CONTRACT_0289,contract_v5,121,"An operator who has his CDL restored, but not his/her 19A certification, may be offered an available shifting trick.",SOFT,deontic:permission,2,,,,,,,19
CONTRACT_1214,contract_v5,272,"Maternity uniforms will be supplied as necessary. 2) Cleaners (TA), whose duties so require, will be supplied with foul weather gear which must be worn when the duties of the employee require such protection.",HARD,deontic:obligation,2,,,,,,,34
CONTRACT_0376,contract_v5,143,The information to the appropriate committee shall be furnished to it not later than the information is made available to the prospective bidder.,HARD,deontic:obligation,2,,,,,,,23
CONTRACT_0705,contract_v5,180,"Upon his/her return before the end of that year, he/she shall, to the extent that the time intervening between his/her return and the end of the year may permit, be entitled to take before the 54",HARD,deontic:obligation|deontic:permission,2,,,,,,,36
CONTRACT_1813,contract_v5,405,"Paid vacation shall count as time actually worked. 10) Management and the Union will monitor the program on a daily basis, and compliance will be measured and monitored utilizing New York City Transit’s work order system. 11) All flat rate times assume that the bus is in position, parts are at the bus and any special tools and equipment are available.",HARD,deontic:obligation,2,,,,,,,61
CONTRACT_1876_p4,contract_v5,420,4) Seniority status for any employee shall be based on the seniority list supplied by the Division.,HARD,deontic:obligation|deontic:obligation,2,,,,,,,17
CONTRACT_0454,contract_v5,154,The budget for this program shall be such as will enable the Authorities to institute major new training and promotional opportunities for cleaners.,HARD,deontic:obligation,2,,,,,,,23
CONTRACT_1147,contract_v5,256,Hours and Days of Work 1) The basic number of hours per week to be worked by regularly assigned employees shall not exceed forty (40) hours.,HARD,deontic:prohibition|deontic:obligation,2,,,,,,,26
CONTRACT_1385,contract_v5,306,(6) or more hours of work will be allowed a thirty (30) minute lunch period without deduction of pay as nearly as practicable between the third and sixth hour of work; and the schedule for each such straight run or trick shall include such lunch period as part of the working time of the run or trick.,HARD,deontic:obligation,2,,,,,,,57
CONTRACT_1388_p3,contract_v5,307,2) If a regular swing run is not completed within a spread of eleven (,SOFT,deontic:permission,2,,,,,,,15
CONTRACT_1526,contract_v5,336,"Management shall have the right to decide which employees or group of employees is to be moved, and this shall generally be determined by the availability of the employees so that it will have the least disrupting effect on urgent work that is in progress.",HARD,deontic:obligation,2,,,,,,,45
CONTRACT_0084,contract_v5,29,"The safety superintendent may""c hange the orig)nal rating based upon infonnation the operator and/or the union provides at these reviews.",SOFT,deontic:permission,2,,,,,,,20
CONTRACT_0566,contract_v5,167,The provisions set forth in paragraph 11(A) shall not be available to employees who are pre-disciplinary suspended. 12.,HARD,deontic:prohibition|deontic:obligation,2,,,,,,,18
CONTRACT_0864,contract_v5,200,"(4) hours of the time scheduled for the completion of his/her said next regularly scheduled tour of duty, he/she shall be excused with pay from all of the said next regularly scheduled tour of duty.",HARD,deontic:obligation,2,,,,,,,35
CONTRACT_1771,contract_v5,388,"(2) hours, then the work on each day shall be treated as having been performed on the day when it actually was performed and shall not be treated as having been performed entirely on one day or the other.",HARD,deontic:prohibition|deontic:obligation,2,,,,,,,39
CONTRACT_0948_p3,contract_v5,211,3) New work programs will be posted for the information of Train Operators at least five,HARD,deontic:obligation,2,,,,,,,16
CONTRACT_1238,contract_v5,278,"Earnings Cap There shall be a rolling twelve (12) month earnings cap as specified below: 1) CTA maximum earnings including overtime and leaves cashed in = $57, 988.00 2) RRSWI maximum earnings including overtime and leaves cashed in = $64, 233.00 3) RRSWII maximum earnings including overtime and leaves cashed in =$71, 755.00 These earning caps will be correspondingly increased by negotiated wage increases beginning in the second year of the 1999-2002 agreement.",HARD,deontic:obligation,2,,,,,,,73
CONTRACT_1145,contract_v5,255,(1) such bonus shall be paid within a consecutive twelve month period.,HARD,deontic:obligation,2,,,,,,,12
CONTRACT_1704,contract_v5,369,The definition of illness shall be uniform with the definition of illness in the Transit Authority. 3) A day's sick pay shall consist of eight,HARD,deontic:obligation,2,,,,,,,25
CONTRACT_0268,contract_v5,113,"For example, attendance cases should require far less time to complete than an operation violation. 2 A99",SOFT,deontic:preference,2,,,,,,,17
CONTRACT_0663,contract_v5,177,vacation year shall not have been actively employed for more than three,HARD,deontic:prohibition|deontic:obligation,2,,,,,,,12
CONTRACT_0009,contract_v5,14,"(a) In recognition of substantial past productivity of the work force since the advent of Metro-Card and the dramatic increase in ridership, in July, 2003 the Authorities shall pay a one-time, non recurring, lump sum payment of$1,000 to each employee who meets the eligibility requirements specified herein. · Al",HARD,deontic:obligation,2,,,,,,,49
CONTRACT_1838,contract_v5,411,"Employees who actually work on a holiday shall receive a two dollar ($2.00) per hour differential for all hours actually worked on the following holidays: July 4th, Thanksgiving, Christmas and New Year's Day. 285",HARD,deontic:obligation,2,,,,,,,34
CONTRACT_0101,contract_v5,34,"The Union may request its own safety expert be present on Transit property to review a safety issue~ In order to do so, the Union must give sufficient notice and demonstrate that the consultant is qualified as a safety expert in the appropriate field.",HARD,deontic:obligation|deontic:permission,2,,,,,,,44
CONTRACT_0646,contract_v5,175,"If, after such discussion, any change in the schedule agreed to by the Union is directed by the Vice President which cannot be made prior to the posting date, the schedule shall not be posted for pick until such change has been made.",HARD,deontic:prohibition|deontic:obligation,2,,,,,,,43
CONTRACT_1811_p5,contract_v5,405,"7) Commencing the first two full quarters of the program, any individual maintainer who meets the above-stated standards on ninety percent (90%) of the assigned jobs or procedures shall receive a six hundred dollar ($600.",HARD,deontic:obligation,2,,,,,,,35
CONTRACT_1372,contract_v5,305,"(5) minutes for clearing, which shall be included as working time of such regular run.",HARD,deontic:obligation,2,,,,,,,15
CONTRACT_1553,contract_v5,343,"Between 2 ! and 3 years from the 1/ of last penalty* 8 date of the last violation *Where the penalty to be assessed is less than a one day suspension, a reprimand shall be substituted.",HARD,deontic:obligation,2,,,,,,,36
CONTRACT_1347,contract_v5,301,"Equipment Maintainer shall clear at a point other than that at which he/she reported, he/she shall be paid for the time required for him/her to return to his/her reporting point.",HARD,deontic:obligation,2,,,,,,,30
CONTRACT_1484,contract_v5,326,The Transit Authority reserves the right whenever there may be an employee in any unit of any Division with divisional seniority for whom there is no work in such unit to transfer and assign him/her to work in any other unit of that Division or in any unit of any other Division where there may be work for him/her to do within his/her title or classification.,SOFT,deontic:permission,2,,,,,,,66
CONTRACT_1310,contract_v5,292,"It shall consist of the Assistant Chief Revenue Officer, Revenue Collection or designee and a representative of the Vice President of the Union.",HARD,deontic:obligation,2,,,,,,,23
CONTRACT_0933,contract_v5,209,"Picks of Runs, Tours of Duty and Vacations Picks of runs, tours of duty and vacations in each classification of work shall be governed as follows: 1) Participation in a pick of runs, tours of duty or vacations in any of the following units, to wit, Division ""A"" and Division ""B"", will be limited to Train Operators assigned to the particular unit.",HARD,deontic:obligation,2,,,,,,,62
CONTRACT_1481,contract_v5,325,"For the purpose of this subsection, each bus division shall be considered as a separate unit for each class of work conducted therein, and regulations governing each pick shall be agreed to prior to the pick by Management and the recognized labor organization.",HARD,deontic:obligation,2,,,,,,,43
CONTRACT_0716,contract_v5,182,"Employees who actually work on a holiday shall receive a $2 per hour differential for all hours actually worked on the following holidays: July 4th, Thanksgiving, Christmas and New Year's Day.",HARD,deontic:obligation,2,,,,,,,31
CONTRACT_1476,contract_v5,323,Employees may also punch out ten (10) minutes prior to the conclusion of their scheduled tour of duty in their work clothes.,SOFT,deontic:permission,2,,,,,,,22
CONTRACT_1863,contract_v5,416,"Upon request by the Operating Authority, an employee claiming sickness disability benefits shall submit to an examination by a physician designated by the Operating Authority.",HARD,deontic:obligation,2,,,,,,,25
CONTRACT_0066,contract_v5,26,"Should a TWU employee claim to be the victim of work related sexual harassment or workplace violence from another:. employee, management will conduct a prompt investigation into the claim.",SOFT,deontic:preference,2,,,,,,,29
CONTRACT_0310,contract_v5,135,"It is expected that the Committee, after consideration of such problems as are presented to it, may make such recommendations or suggestions for consideration of the parties with respect to such subjects as will serve to produce harmonious relations in order that there be a minimum of issues concerning the parties during the next negotiations so that reliance on contract deadline pressures can be minimized.",SOFT,deontic:permission,2,,,,,,,65
CONTRACT_0446,contract_v5,152,"TransitChek Effective as soon as practicable after March 1, 2000, the Authorities shall offer TransitChek benefits to employees who express an interest.",HARD,deontic:obligation,2,,,,,,,22
CONTRACT_0407,contract_v5,147,Department Heads shall be responsible for keeping accurate time records of employees on release time and on overtime work assignments. 9.,HARD,deontic:obligation,2,,,,,,,21
CONTRACT_0624,contract_v5,172,The parties agree that the Impartial's written findings shall automatically become part of the record in each medical appeal.,HARD,deontic:obligation,2,,,,,,,19
CONTRACT_1702,contract_v5,369,All sick leave accrued but unused during the previous contract shall be carried over into the new contract.,HARD,deontic:obligation,2,,,,,,,18
CONTRACT_0241,contract_v5,108,The method of placement pursuant to §2.6(U)(1) shall be that an employee who bas been counseled after five,HARD,deontic:obligation,2,,,,,,,18
CONTRACT_0130,contract_v5,40,The decision of the majority of . the panel concerning that specific standard shall be binding on the parties.,HARD,deontic:obligation,2,,,,,,,19
CONTRACT_2076,contract_v5,513,"SECOND: The entering into this Stipulation shall not be construed as an admission by NYC Transit that it has violated any provision of the collective bargaining agreement between NYC Transit and the Union, nor shall it constitute a precedent for the determination of any other disputes between NYC Transit and the Union.",HARD,deontic:prohibition|deontic:obligation,2,,,,,,,52
CONTRACT_1956,contract_v5,439,"Once the Electronic Shop is started, maintainers in the shop shall be assigned to perform any electronic work in the electronic shop regardless of the title they hold.",HARD,deontic:obligation,2,,,,,,,28
CONTRACT_0406,contract_v5,147,"records of work performed, and such other documents or records of work assigned the Authority may require. e.",SOFT,deontic:permission,2,,,,,,,18
CONTRACT_0499,contract_v5,160,"The Deputy Vice President, Labor Disputes Resolution or designee shall, within twenty (20) days after such hearing is closed, render his/her decision in writing.",HARD,deontic:obligation,2,,,,,,,24
CONTRACT_0651,contract_v5,175,"Where said Union, or any individual employee affected by the schedule, files his/her complaint with the Deputy Vice President, Labor Disputes Resolution before the date fixed for the posting of the schedule, an appeal may be taken to the Impartial Arbitrator immediately after the Step II decision, which appeal shall be accompanied by a statement setting forth the basis of the contention that the schedule imperils the health or safety of employees, and accompanied also by a copy of the decision at Step II.",HARD,deontic:obligation|deontic:permission,2,,,,,,LONG_UNSPLIT,84
CONTRACT_1975,contract_v5,444,"No other working conditions, not provided for explicitly in this section, shall apply to the Electronics shop. 8.",HARD,deontic:obligation,2,,,,,,,18
CONTRACT_0842,contract_v5,197,"Employees reporting outside of their regular tours of duty for medical examinations required as part of a City Department of Personnel promotion examination to a title which appears on the payroll of the Transit Authority, shall be allowed three and one-half (3-1/2) hours pay at their regular rate of pay.",HARD,deontic:obligation,2,,,,,,,50
CONTRACT_1582,contract_v5,349,"(a) shall be paid from the Manhattan and Bronx Surface Transit Operating Authority Pension Fund, and there shall be no other obligation on this Operating Authority to fund any such benefits. ii) With respect to disability retirement, the ordinary disability or accidental disability must have occurred on or after January 1, 1972. iii) The method of computation of service shall be as follows: Years of service shall be allowed on the following basis from the date an employee is hired.",HARD,deontic:obligation|deontic:obligation,2,,,,,,,80
CONTRACT_1822,contract_v5,408,Supper Money All employees covered by this Section who are required to work overtime two,HARD,deontic:obligation,2,,,,,,,15
CONTRACT_1554,contract_v5,344,"In the Authority, no warning, reprimand, suspension or dismissal shall be entered on an employee's record or otherwise imposed until the completion of the disciplinary procedure set forth herein.",HARD,deontic:obligation,2,,,,,,,29
CONTRACT_0847,contract_v5,198,"(ii) If the employee who, as a result of an injury sustained in the course of his/her employment, has completed less than ten (10) years of service at the time of his physical disqualification, is performing the work of another title, he/she shall receive the same rate of pay which he/she was receiving at the time of disablement or the minimum rate of pay for such other title, whichever is greater.",HARD,deontic:obligation,2,,,,,,,71
CONTRACT_0877,contract_v5,201,"When an employee, after being released from work and allowed to go home following the completion of a regularly scheduled tour of duty, is required to report back eight",HARD,deontic:obligation,2,,,,,,,29
CONTRACT_0251,contract_v5,109,In this regard it is expressly understood that the arrangement herein is predicated exclusively upon the special circumstances of this matter and shall not be construed to represent the policy or procedure of the Transit Authority.,HARD,deontic:prohibition|deontic:obligation,2,,,,,,,36
CONTRACT_1647,contract_v5,361,"(3) unused AVA days (Additional Vacation Allowance) to his/her credit may elect to be paid for work on the holiday only what he/she would receive therefor if it were performed on one of his/her regular working days, and instead of receiving additional pay therefor, be credited with an AVA day entitling him/her to another day off with pay at eight",SOFT,deontic:permission,2,,,,,,,60
CONTRACT_0368,contract_v5,142,"Where employees are being assigned mandatory overtime on their regular day off as a result of a manpower planning failure of the Authority, the Union may bring the problem directly to the attention of the Vice President - Labor Relations.",SOFT,deontic:permission,2,,,,,,,40
CONTRACT_1524,contract_v5,335,"Transfers The Authority reserves the right whenever there may be an employee in any unit of any Division with divisional seniority for whom there is no work in such unit, to transfer and assign him/her to work in any other unit of that division or in any unit of any other Division where there may be work for him/her to do within his/her title or classification.",SOFT,deontic:permission,2,,,,,,,66
CONTRACT_1927,contract_v5,434,"(2) hours before the commencement of his/her scheduled tour of duty for that day, cause notice of the illness and of the place where he/she can be found during such illness to be given by telephone, messenger, or otherwise to his/her appropriate superior, and must also give notice to such superior of any subsequent change in the place where he/she can be found.",HARD,deontic:obligation,2,,,,,,,63
CONTRACT_0772,contract_v5,187,(Q) shall not be accumulative from year to year but shall be available to the covered employees in each year.,HARD,deontic:prohibition|deontic:obligation,2,,,,,,,20
CONTRACT_0417,contract_v5,148,"The Union shall have the right to appoint six peer counselors, found qualified by the Authority, who shall function in the same role as the current peer counselors.",HARD,deontic:obligation,2,,,,,,,28
CONTRACT_1826,contract_v5,408,"An employee of the Operating Authority who, at the beginning of a vacation year, shall have been in the employ of the Operating Authority for one",HARD,deontic:obligation,2,,,,,,,26
CONTRACT_1770,contract_v5,388,"(2) hours before the beginning of such day off, it shall be treated as though it had all been performed on such day off.",HARD,deontic:obligation,2,,,,,,,24
CONTRACT_0681,contract_v5,178,"The vacation pay for the period of vacation of a Railroad Clerk who is working as a ""vacation relief"" or as an ""extra"", shall be paid at his/her regular rate of pay when on vacation a number of hours equal to the average number of paid hours per week excluding the time allowances granted to Railroad Clerks for verifying accounts with their reliefs after the completion of their scheduled tour of duty, in all regular tricks on the work programs in effect for the department at the time he/she takes such vacation.",HARD,deontic:obligation,2,,,,,,LONG_UNSPLIT,92
CONTRACT_1167,contract_v5,259,"Employees who have been selected for jobs requiring special maintenance-related training (cable fault locating, welding, electronic maintenance, etc.) may be frozen for two",SOFT,deontic:permission,2,,,,,,,23
CONTRACT_1163,contract_v5,259,An employee transferred from one unit to another shall be credited with the time served in the same title or class of work in the unit from which he/she was transferred for the purpose of determining his/her preference status in the unit to which he/she is transferred.,HARD,deontic:obligation,2,,,,,,,47
CONTRACT_1689,contract_v5,367,"Death in Family At the time of death in an employee's immediate family, he/she shall, upon submitting evidence satisfactory to the department head, be granted a leave of absence with pay, at his/her regular rate of pay, on each such day, not to exceed three",HARD,deontic:obligation,2,,,,,,,45
CONTRACT_0845,contract_v5,197,"(i) If an employee, who has completed ten (10) or more years of service at the time of his physical disqualification is performing the work of another title, he/she shall continue to be paid the maximum rate of pay for the title he/she was assigned to at the time of injury.",HARD,deontic:obligation,2,,,,,,,51
CONTRACT_0927,contract_v5,208,"In any case where a Train Operator is entitled to be paid for time spent in breaking in and is required to break in during a period outside of his/her regular hours, the time spent in so breaking in shall in no event be treated as overtime or paid for at other than the employee's regular rate of pay for the time actually and necessarily spent.",HARD,deontic:obligation|deontic:obligation,2,,,,,,,66
CONTRACT_1183,contract_v5,267,Overtime 1) Employees in the Station Division who are required to work more than eight,HARD,deontic:obligation,2,,,,,,,15
CONTRACT_1886,contract_v5,423,"If RPCs are required to wear safety shoes, management will provide shoes. 5.",HARD,deontic:obligation,2,,,,,,,13
CONTRACT_0952,contract_v5,211,This shall not apply if the examination was held after the date of his/her transfer.,HARD,deontic:prohibition|deontic:obligation,2,,,,,,,15
CONTRACT_1308,contract_v5,292,The identification must be carried and displayed on request while on duty on Authority property.,HARD,deontic:obligation,2,,,,,,,15
CONTRACT_2097,contract_v5,519,"This agreement shall not be considered a precedent for any purpose other than religious accommodation nor may it be introduced in any future proceeding, including interest arbitration, for such a purpose.",HARD,deontic:prohibition|deontic:obligation|deontic:permission,2,,,,,,,31
CONTRACT_1874,contract_v5,419,Snow Work Employees who are required to work on snow work instead of their regularly assigned duties will receive pay at the rate of time and one-half for such work.,HARD,deontic:obligation,2,,,,,,,30
CONTRACT_0091,contract_v5,31,The arbitrators who serve on this panel must attend training in preventable accidents at the Department of Buses Training Center.,HARD,deontic:obligation,2,,,,,,,20
CONTRACT_0840,contract_v5,197,"SECTION 2.15 - PAYMENT FOR ATTENDANCE AT CIVIL SERVICE EXAMINATIONS No permanent employee of the Transit Authority shall lose pay for time attending a promotion examination for a City Civil Service title which appears on the payroll of the Transit Authority; nor shall an employee whether a permanent employee or a provisional employee with one year or more of service, lose pay for time attending an open-competitive examination held exclusively to fill a Civil Service title within the New York City Transit Authority.",HARD,deontic:obligation,2,,,,,,LONG_UNSPLIT,83
CONTRACT_0063,contract_v5,26,"Within a reasonable period of time not exceeding one year after ratification, management shall develop a pilot training and education program on the prevention of workplace violence and work related sexual harassment.",HARD,deontic:obligation,2,,,,,,,32
CONTRACT_1231,contract_v5,277,"(8) hours in any one day. 2) The regular working time for all employees scheduled to work forty (40) hours per week, shall be eight",HARD,deontic:obligation,2,,,,,,,25
CONTRACT_1318,contract_v5,294,"A vacation pick will be held at the Fall pick, and preference status for the purpose of such pick shall be determined in the same manner as for the pick of tricks or tours of duty.",HARD,deontic:obligation,2,,,,,,,36
CONTRACT_1227,contract_v5,276,"Qualifications for this new title will include an ability to pass tests which screen for “customer friendly” attributes, and may include an ability to provide emergency assistance to customers.",SOFT,deontic:permission,2,,,,,,,29
CONTRACT_1529,contract_v5,338,Each employee who receives a pair of safety shoes is required to wear such safety shoes on a regular basis immediately upon their receipt. “A regular basis” shall mean at least three,HARD,deontic:obligation|deontic:obligation,2,,,,,,,32
CONTRACT_1339,contract_v5,299,"Change of Shifts 1) If a Revenue Equipment Maintainer's schedule of working hours is changed on less than a week's notice, he/she shall be paid at the rate of time and one-half for time worked on the changed tour of duty that may follow within seven",HARD,deontic:obligation|deontic:permission,2,,,,,,,46
CONTRACT_0948_p1,contract_v5,211,1) Sixty-five (65%) percent of the yard or terminal tricks will be available for pick at general picks by Train Operator in road service and such Train Operators picking yard or terminal tricks shall receive the road rate of pay within said sixty-five (65%) percent quota.,HARD,deontic:obligation,2,,,,,,,46
CONTRACT_0798_p1,contract_v5,190,"When the question arises as to the granting of differential pay under this Section to an employee who has been absent from work on account of injury in the course of his/her employment, the Attorney in Charge of the Compensation Bureau of the Transit Authority or his/her designee shall certify that the following conditions have been met:",HARD,deontic:obligation,2,,,,,,,57
CONTRACT_0285,contract_v5,119,"Support Departments The parties' principals will meet within the first ten (10) days of September to agree on the principles that may be applied in connection with Surface Conso1idation in the support departments which include Supply Logjstics, Security, Metrocard Operations, and Technology and Information Services.",SOFT,deontic:permission,2,,,,,,,45
CONTRACT_0501,contract_v5,160,"The Deputy Vice President, Labor Disputes Resolution may, at any time, on his/her own motion review any decision at Step I, and may overrule or modify said decision after first giving the employee or employees who are affected thereby, and his/her or their Union representative, an opportunity to be heard. 34",SOFT,deontic:permission,2,,,,,,,51
CONTRACT_0061,contract_v5,26,The Family Assistance Program shall now be the Family and Member Assistance Program.,HARD,deontic:obligation,2,,,,,,,13
CONTRACT_0817,contract_v5,194,"SECTION 2.10 - LEAVE OF ABSENCE FOR DEATH IN FAMILY At the time of death in an employee's immediate family, he/she shall, upon submitting evidence satisfactory to the department head, be granted a leave of absence with pay at his/her regular rate of pay, on each such day, not to exceed three",HARD,deontic:obligation,2,,,,,,,52
CONTRACT_0259,contract_v5,110,"Where the WCD determines that the medical documentation attached to the appeal may resolve the medical issue without the necessity of an Impartial Physician determination, the employee win be given the opportunity at his/her option, to be scheduled for an",SOFT,deontic:permission,2,,,,,,,40
CONTRACT_0010,contract_v5,15,"(b) In order to be eligible to receive the above referenced lump sum payment the employee must be on the payroll on June I , 2~_2 and June It 2003.",HARD,deontic:obligation,2,,,,,,,30
CONTRACT_1418_p1,contract_v5,312,Runs finishing before 9 P.M. shall be considered as early runs and runs finishing at 9 P.M. or later shall be considered as late runs.,HARD,deontic:prohibition|deontic:obligation,2,,,,,,,25
CONTRACT_2175,contract_v5,558,"Neither this Stipulation nor the underlying compromise and settlement of the claims shall be deemed to constitute an acknowledgement, admission, or concession on the part of respondent or charging party of any liability. 10.",HARD,deontic:obligation,2,,,,,,,34
CONTRACT_0693,contract_v5,180,No additional payment shall be made because of any run or tour in excess of eight,HARD,deontic:obligation,2,,,,,,,16
CONTRACT_1276,contract_v5,284,Holidays 1) Lincoln’s Birthday will be replaced by the day after Thanksgiving and shall be treated as all other holidays as specified in Section 2.5 of the collective bargaining agreement. 2) Each employee in a Satellite Storeroom work location shall be allowed to exercise his/her preference for one holiday off with pay at the time of the annual vacation pick in accordance with seniority as defined in section 4.1(g)(5). 158,HARD,deontic:obligation,2,,,,,,,70
CONTRACT_1833,contract_v5,411,"10) While a permanent employee is away in any year, on military duty, he/she will be treated as continuing in the employ of the Operating Authority for the purpose of determining how much vacation he/she is entitled to take in the following vacation year should he/she return to the active service of the Operating Authority during that year.",SOFT,deontic:preference,2,,,,,,,58
CONTRACT_0661,contract_v5,176,"Each employee to whom this Section is applicable who, at the beginning of a vacation year shall have been actively in the employ of the Transit Authority for less than one year, will be granted a vacation of one day for each full calendar month he/she shall have been in the employ of Transit Authority prior to the beginning of the vacation year but not exceeding two",HARD,deontic:obligation,2,,,,,,,67
CONTRACT_0869,contract_v5,200,"If it continues into such scheduled day off for more than two hours and commences not more than two hours before the beginning of such day off, it shall be treated as though it had all been performed on such day off.",HARD,deontic:obligation,2,,,,,,,42
CONTRACT_0962_p1,contract_v5,213,"2) Any Train Operator who was permanently appointed to the title of Train Operator on or after November 1, 1951, and who has been or may hereafter be transferred from any Division shall have preference seniority for all pick purposes in the Division to which he/she is transferred, based on the date of his/her permanent appointment as a Train Operator.",HARD,deontic:obligation|deontic:permission,2,,,,,,,60
CONTRACT_1949,contract_v5,438,"Union will have the option to review and discuss assignments with management prior to implementation. 2) Where promotions are to be made from the Traffic Checkers ranks, the Authority will take Traffic Checker seniority and qualifications into account. 3) Employees shall pick up their assignment for the following work week and their paychecks between 5:00 p.m. on Wednesday until 5:00 p.m. on Friday.",HARD,deontic:obligation,2,,,,,,,63
CONTRACT_0993,contract_v5,217,"Lunch Period The schedule for every straight run, trick or job shall be written so as to provide for a thirty (30) minute lunch period as nearly as practicable between the third and sixth hours of work and no deduction of pay shall be made on account of such lunch period.",HARD,deontic:obligation,2,,,,,,,51
CONTRACT_0687,contract_v5,179,"Terminal vacation with pay shall be allowed an employee, whether permanent, temporary, or provisional, in addition to any vacation due him/her under subdivision",HARD,deontic:obligation,2,,,,,,,23
CONTRACT_0589,contract_v5,169,"Should, at any time during the term of this contract, any of the impartial chairpersons be unable to serve, a replacement will be selected by mutual agreement of the parties to this Agreement.",SOFT,deontic:preference,2,,,,,,,33
CONTRACT_0744,contract_v5,184,"The term ""regular work schedule"" shall include the thirty-minute lunch period allowance granted to Transit Property Protection Agents and the ten-minute reporting allowance granted to Tower Operators, Road Car Inspectors, Emergency Light Maintainers and Mechanical Maintainers ""B"" entitled to same under Article III or IV.",HARD,deontic:obligation,2,,,,,,,45
CONTRACT_0267,contract_v5,113,Third: The parties will work together to achieve the goal that disciplinary calendars shall be realistic and shall reflect efforts to meet the needs of both parties in order to process pending and future disciplinary cases on a timely basis.,HARD,deontic:obligation,2,,,,,,,40
CONTRACT_0394,contract_v5,145,"In addition, the affidavit, which must be submitted at least once a year, also requires employees covered by this paragraph to report any compensation or 19",HARD,deontic:obligation,2,,,,,,,26
CONTRACT_0834,contract_v5,196,If an employee is required to report to the Torts Department immediately following his/her regular working hours or within two,HARD,deontic:obligation,2,,,,,,,20
CONTRACT_1876_p1,contract_v5,420,It is understood that any employee must be qualified for the job he/she selects and be able to meet normal production.,HARD,deontic:obligation|deontic:obligation,2,,,,,,,21
CONTRACT_1096,contract_v5,241,"Such an employee will be eligible for contractual increases, but shall not be eligible for progression increases in either title.",HARD,deontic:prohibition|deontic:obligation,2,,,,,,,20
CONTRACT_1748,contract_v5,385,"After any such temporary period, the lower rate of pay shall be resumed.",HARD,deontic:obligation,2,,,,,,,13
CONTRACT_0413,contract_v5,147,"In the event the Authority's position is subsequently sustained, the Authority shall have the right to implement the decision and to recover any payments made pursuant to the arbitration award or a prior court determination.",HARD,deontic:obligation,2,,,,,,,35
CONTRACT_0479,contract_v5,157,"If no agreement is reached, the dispute shall be submitted to the contract arbitrator for a final 31",HARD,deontic:obligation,2,,,,,,,18
CONTRACT_0314,contract_v5,136,Either member of the Local Safety Committee may place items on the agenda for the monthly meeting.,SOFT,deontic:permission,2,,,,,,,17
CONTRACT_1974,contract_v5,443,"Employees hired externally and who do not have a permanent civil service title, after a new title is established, and who do not perform to the established standards may be terminated.",SOFT,deontic:permission,2,,,,,,,31
CONTRACT_0798_p4,contract_v5,190,"3) That the employee did not test positive for alcohol, drugs or controlled substances on tests initiated as a result of the incident.",HARD,deontic:obligation,2,,,,,,,23
CONTRACT_0236,contract_v5,107,The arbitrator may require offers of proof before deciding the question of admissibility whenever the introduction of evidence is challenged. .,SOFT,deontic:permission,2,,,,,,,21
CONTRACT_0052,contract_v5,25,"In the event an employee has used only one sick leave day the employee may, at the employee's option. cash out one sick day.",SOFT,deontic:permission,2,,,,,,,24
CONTRACT_1503,contract_v5,329,The parties shall determine who their representatives shall be and have the option of designating non TA/OA employees or non Union officials.,HARD,deontic:obligation,2,,,,,,,22
CONTRACT_0250,contract_v5,109,"Ninth: Entering into this Stipulation shall not be construed as an admission by the Transit Authority that it has violated any provision of the collective bargaining agreement between the Transit Authority and the Union, nor shall it constitute a precedent for the determination of any other disputes between the Transit Authority and the Union.",HARD,deontic:prohibition|deontic:obligation,2,,,,,,,54
CONTRACT_0464,contract_v5,155,"This tripartite committee shall convene within thirty (30) days of the full and final ratification of this Agreement, and shall submit its report and recommendations within one hundred twenty (120) days thereafter.",HARD,deontic:obligation,2,,,,,,,32
CONTRACT_0961,contract_v5,212,Assignments and Transfers 1) The Transit Authority reserves the right whenever there may be a Train Operator in any Division for whom there is no work in such Division to transfer and assign him/her to work in another Division where there may be work for him/her to do within his/her title or classification. 86,SOFT,deontic:permission,2,,,,,,,54
